Path6_1(x)	Path6_1(y)	Path6_2(x)	Path6_2(y)	Path6_3(x)	Path6_3(y)	Path6_4(x)	Path6_4(y)	Path6_5(x)	Path6_5(y)	Path6_6(x)	Path6_6(y)	Path6_7(x)	Path6_7(y)	Path6_8(x)	Path6_8(y)	Path6_9(x)	Path6_9(y)	Path6_10(x)	Path6_10(y)	Path6_11(x)	Path6_11(y)	Path6_12(x)	Path6_12(y)	Path6_13(x)	Path6_13(y)	Path6_14(x)	Path6_14(y)	Path6_15(x)	Path6_15(y)	Path6_16(x)	Path6_16(y)	Path6_17(x)	Path6_17(y)	Path6_18(x)	Path6_18(y)	Path6_19(x)	Path6_19(y)	Path6_20(x)	Path6_20(y)	Path6_21(x)	Path6_21(y)	Path6_22(x)	Path6_22(y)	Path6_23(x)	Path6_23(y)	Path6_24(x)	Path6_24(y)	Path6_25(x)	Path6_25(y)	Path6_26(x)	Path6_26(y)	Path6_27(x)	Path6_27(y)	Path6_28(x)	Path6_28(y)	Path6_29(x)	Path6_29(y)	Path6_30(x)	Path6_30(y)
20	30	20	30	20	30	20	30	20	30	10	20	12	22	18	28	18	28	20	30	10	20	12	22	18	28	18	28	20	30	5	25	5	25	5	25	5	25	5	25	10	20	12	22	18	28	18	28	20	30	5	25	5	25	5	25	5	25	5	25
21	30	21	30	21	30	21	30	21	30	10	19	12	21	18	27	18	27	21	30	10	19	12	21	18	27	18	27	21	30	5	26	5	26	5	26	5	26	5	26	10	19	12	21	18	27	18	27	21	30	5	26	5	26	5	26	5	26	5	26
22	30	22	30	22	30	22	30	22	30	10	18	12	20	18	26	18	26	22	30	10	18	12	20	18	26	18	26	22	30	5	27	5	27	5	27	5	27	5	27	10	18	12	20	18	26	18	26	22	30	5	27	5	27	5	27	5	27	5	27
23	30	23	30	23	30	23	30	23	30	10	17	12	19	18	25	18	25	23	30	10	17	12	19	18	25	18	25	23	30	5	28	5	28	5	28	5	28	5	28	10	17	12	19	18	25	18	25	23	30	5	28	5	28	5	28	5	28	5	28
24	30	24	30	24	30	24	30	24	30	11	17	12	18	19	25	19	25	24	30	11	17	12	18	19	25	19	25	24	30	5	29	5	29	5	29	5	29	5	29	11	17	12	18	19	25	19	25	24	30	5	29	5	29	5	29	5	29	5	29
25	30	25	30	25	30	25	30	25	30	12	17	12	17	20	25	20	25	25	30	12	17	12	17	20	25	20	25	25	30	5	30	5	30	5	30	5	30	5	30	12	17	12	17	20	25	20	25	25	30	5	30	5	30	5	30	5	30	5	30
26	30	26	30	26	30	26	30	26	30	13	17	13	17	21	25	21	25	26	30	13	17	13	17	21	25	21	25	26	30	5	31	5	31	5	31	5	31	5	31	13	17	13	17	21	25	21	25	26	30	5	31	5	31	5	31	5	31	5	31
27	30	27	30	27	30	27	30	27	30	14	17	14	17	22	25	22	25	27	30	14	17	14	17	22	25	22	25	27	30	5	32	5	32	5	32	5	32	5	32	14	17	14	17	22	25	22	25	27	30	5	32	5	32	5	32	5	32	5	32
27	31	27	31	27	31	27	31	27	31	15	17	15	17	23	25	23	25	27	29	15	17	15	17	23	25	23	25	27	29	5	33	5	33	5	33	5	33	5	33	15	17	15	17	23	25	23	25	27	29	5	33	5	33	5	33	5	33	5	33
27	32	27	32	27	32	27	32	27	32	16	17	16	17	23	24	24	25	27	28	16	17	16	17	23	24	24	25	27	28	5	34	5	34	5	34	5	34	5	34	16	17	16	17	23	24	24	25	27	28	5	34	5	34	5	34	5	34	5	34
27	33	27	33	27	33	27	33	27	33	17	17	17	17	23	23	25	25	27	27	17	17	17	17	23	23	25	25	27	27	5	35	5	35	5	35	5	35	5	35	17	17	17	17	23	23	25	25	27	27	5	35	5	35	5	35	5	35	5	35
27	34	27	34	27	34	27	34	27	34	18	17	18	17	23	22	25	24	27	26	18	17	18	17	23	22	25	24	27	26	6	35	6	35	6	35	6	35	6	35	18	17	18	17	23	22	25	24	27	26	6	35	6	35	6	35	6	35	6	35
27	35	27	35	27	35	27	35	27	35	19	17	19	17	23	21	25	23	27	25	19	17	19	17	23	21	25	23	27	25	7	35	7	35	7	35	7	35	7	35	19	17	19	17	23	21	25	23	27	25	7	35	7	35	7	35	7	35	7	35
28	35	28	35	28	35	28	35	28	35	20	17	20	17	23	20	25	22	27	24	20	17	20	17	23	20	25	22	27	24	8	35	8	35	8	35	8	35	8	35	20	17	20	17	23	20	25	22	27	24	8	35	8	35	8	35	8	35	8	35
27	35	27	35	27	35	27	35	27	35	21	17	21	17	23	19	25	21	27	23	21	17	21	17	23	19	25	21	27	23	9	35	9	35	9	35	9	35	9	35	21	17	21	17	23	19	25	21	27	23	9	35	9	35	9	35	9	35	9	35
27	34	27	34	27	34	27	34	27	34	22	17	22	17	23	18	25	20	27	22	22	17	22	17	23	18	25	20	27	22	10	35	10	35	10	35	10	35	10	35	22	17	22	17	23	18	25	20	27	22	10	35	10	35	10	35	10	35	10	35
27	33	27	33	27	33	27	33	27	33	23	17	23	17	23	17	25	19	27	21	23	17	23	17	23	17	25	19	27	21	11	35	11	35	11	35	11	35	11	35	23	17	23	17	23	17	25	19	27	21	11	35	11	35	11	35	11	35	11	35
27	32	27	32	27	32	27	32	27	32	24	17	24	17	24	17	25	18	27	20	24	17	24	17	24	17	25	18	27	20	12	35	12	35	12	35	12	35	12	35	24	17	24	17	24	17	25	18	27	20	12	35	12	35	12	35	12	35	12	35
27	31	27	31	27	31	27	31	27	31	25	17	25	17	25	17	25	17	27	19	25	17	25	17	25	17	25	17	27	19	13	35	13	35	13	35	13	35	13	35	25	17	25	17	25	17	25	17	27	19	13	35	13	35	13	35	13	35	13	35
27	30	27	30	27	30	27	30	27	30	26	17	26	17	26	17	26	17	27	18	26	17	26	17	26	17	26	17	27	18	14	35	14	35	14	35	14	35	14	35	26	17	26	17	26	17	26	17	27	18	14	35	14	35	14	35	14	35	14	35
27	29	27	29	27	29	27	29	27	29	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	15	35	15	35	15	35	15	35	15	35	27	17	27	17	27	17	27	17	27	17	15	35	15	35	15	35	15	35	15	35
27	28	27	28	27	28	27	28	27	28	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	16	35	16	35	16	35	16	35	16	35	27	18	27	18	27	18	27	18	27	18	16	35	16	35	16	35	16	35	16	35
27	27	27	27	27	27	27	27	27	27	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	17	35	17	35	17	35	17	35	17	35	27	19	27	19	27	19	27	19	27	19	17	35	17	35	17	35	17	35	17	35
27	26	27	26	27	26	27	26	27	26	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	18	35	18	35	18	35	18	35	18	35	27	20	27	20	27	20	27	20	27	20	18	35	18	35	18	35	18	35	18	35
27	25	27	25	27	25	27	25	27	25	27	21	27	21	27	21	27	21	27	21	27	21	27	21	27	21	27	21	27	21	19	35	19	35	19	35	19	35	19	35	27	21	27	21	27	21	27	21	27	21	19	35	19	35	19	35	19	35	19	35
27	24	27	24	27	24	27	24	27	24	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	20	35	20	35	20	35	20	35	20	35	27	22	27	22	27	22	27	22	27	22	20	35	20	35	20	35	20	35	20	35
27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	21	35	21	35	21	35	21	35	21	35	27	23	27	23	27	23	27	23	27	23	21	35	21	35	21	35	21	35	21	35
27	22	27	22	27	22	27	22	27	22	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	22	35	22	35	22	35	22	35	22	35	27	24	27	24	27	24	27	24	27	24	22	35	22	35	22	35	22	35	22	35
27	21	27	21	27	21	27	21	27	21	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	23	35	23	35	23	35	23	35	23	35	27	25	27	25	27	25	27	25	27	25	23	35	23	35	23	35	23	35	23	35
27	20	27	20	27	20	27	20	27	20	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	24	35	24	35	24	35	24	35	24	35	27	26	27	26	27	26	27	26	27	26	24	35	24	35	24	35	24	35	24	35
27	19	27	19	27	19	27	19	27	19	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	25	35	25	35	25	35	25	35	25	35	27	27	27	27	27	27	27	27	27	27	25	35	25	35	25	35	25	35	25	35
27	18	27	18	27	18	27	18	27	18	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	27	28	26	35	26	35	26	35	26	35	26	35	27	28	27	28	27	28	27	28	27	28	26	35	26	35	26	35	26	35	26	35
27	17	27	17	27	17	27	17	27	17	27	29	27	29	27	29	27	29	27	29	27	29	27	29	27	29	27	29	27	29	27	35	27	35	27	35	27	35	27	35	27	29	27	29	27	29	27	29	27	29	27	35	27	35	27	35	27	35	27	35
26	17	26	17	26	17	26	17	27	18	27	30	27	30	27	30	27	30	27	30	27	30	27	30	27	30	27	30	27	30	28	35	28	35	28	35	28	35	28	35	27	30	27	30	27	30	27	30	27	30	28	35	28	35	28	35	28	35	28	35
25	17	25	17	25	17	25	17	27	19	27	31	27	31	27	31	27	31	27	31	27	31	27	31	27	31	27	31	27	31	27	35	27	35	27	35	27	35	27	35	28	30	28	30	28	30	28	30	28	30	29	35	29	35	29	35	29	35	29	35
24	17	24	17	25	18	24	17	27	20	27	32	27	32	27	32	27	32	27	32	27	32	27	32	27	32	27	32	27	32	27	34	27	34	27	34	27	34	27	34	29	30	29	30	29	30	29	30	29	30	30	35	30	35	30	35	30	35	30	35
23	17	23	17	25	19	23	17	27	21	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	27	33	30	30	30	30	30	30	30	30	30	30	31	35	31	35	31	35	31	35	31	35
22	17	22	17	25	20	23	18	27	22	27	34	27	34	27	34	27	34	27	34	27	34	27	34	27	34	27	34	27	34	27	32	27	32	27	32	27	32	27	32	30	29	30	29	30	29	30	29	30	29	32	35	32	35	32	35	32	35	32	35
21	17	21	17	25	21	23	19	27	23	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	31	27	31	27	31	27	31	27	31	30	28	30	28	30	28	30	28	30	28	33	35	33	35	33	35	33	35	33	35
20	17	20	17	25	22	23	20	27	24	28	35	28	35	28	35	28	35	28	35	28	35	28	35	28	35	28	35	28	35	27	30	27	30	27	30	27	30	27	30	30	27	30	27	30	27	30	27	30	27	34	35	34	35	34	35	34	35	34	35
19	17	19	17	25	23	23	21	27	25	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	35	27	29	27	29	27	29	27	29	27	29	30	26	30	26	30	26	30	26	30	26	35	35	35	35	35	35	35	35	35	35
18	17	18	17	25	24	23	22	27	26	27	34	27	34	27	34	27	34	27	34	26	35	26	35	26	35	26	35	26	35	27	28	27	28	27	28	27	28	27	28	30	25	30	25	30	25	30	25	30	25	35	34	35	34	35	34	35	34	35	34
17	17	17	17	25	25	23	23	27	27	27	33	27	33	27	33	27	33	27	33	25	35	25	35	25	35	25	35	25	35	27	27	27	27	27	27	27	27	27	27	30	24	30	24	30	24	30	24	30	24	35	33	35	33	35	33	35	33	35	33
16	17	16	17	24	25	23	24	27	28	27	32	27	32	27	32	27	32	27	32	24	35	24	35	24	35	24	35	24	35	27	26	27	26	27	26	27	26	27	26	30	23	30	23	30	23	30	23	30	23	35	32	35	32	35	32	35	32	35	32
15	17	15	17	23	25	23	25	27	29	27	31	27	31	27	31	27	31	27	31	23	35	23	35	23	35	23	35	23	35	27	25	27	25	27	25	27	25	27	25	30	22	30	22	30	22	30	22	30	22	35	31	35	31	35	31	35	31	35	31
14	17	14	17	22	25	22	25	27	30	27	30	27	30	27	30	27	30	27	30	22	35	22	35	22	35	22	35	22	35	27	24	27	24	27	24	27	24	27	24	30	21	30	21	30	21	30	21	30	21	35	30	35	30	35	30	35	30	35	30
13	17	13	17	21	25	21	25	26	30	26	30	26	30	26	30	26	30	26	30	21	35	21	35	21	35	21	35	21	35	27	23	27	23	27	23	27	23	27	23	31	21	31	21	31	21	31	21	31	21	35	29	35	29	35	29	35	29	35	29
12	17	12	17	20	25	20	25	25	30	25	30	25	30	25	30	25	30	25	30	20	35	20	35	20	35	20	35	20	35	27	22	27	22	27	22	27	22	27	22	32	21	32	21	32	21	32	21	32	21	35	28	35	28	35	28	35	28	35	28
11	17	12	18	19	25	19	25	24	30	24	30	24	30	24	30	24	30	24	30	19	35	19	35	19	35	19	35	19	35	27	21	27	21	27	21	27	21	27	21	33	21	33	21	33	21	33	21	33	21	35	27	35	27	35	27	35	27	35	27
10	17	12	19	18	25	18	25	23	30	23	30	23	30	23	30	23	30	23	30	18	35	18	35	18	35	18	35	18	35	27	20	27	20	27	20	27	20	27	20	34	21	34	21	34	21	34	21	34	21	35	26	35	26	35	26	35	26	35	26
10	18	12	20	18	26	18	26	22	30	22	30	22	30	22	30	22	30	22	30	17	35	17	35	17	35	17	35	17	35	27	19	27	19	27	19	27	19	27	19	35	21	35	21	35	21	35	21	35	21	35	25	35	25	35	25	35	25	35	25
10	19	12	21	18	27	18	27	21	30	21	30	21	30	21	30	21	30	21	30	16	35	16	35	16	35	16	35	16	35	27	18	27	18	27	18	27	18	27	18	35	22	35	22	35	22	35	22	35	22	35	24	35	24	35	24	35	24	35	24
10	20	12	22	18	28	18	28	20	30	20	30	20	30	20	30	20	30	20	30	15	35	15	35	15	35	15	35	15	35	27	17	27	17	27	17	27	17	27	17	35	23	35	23	35	23	35	23	35	23	35	23	35	23	35	23	35	23	35	23
10	21	12	23	18	29	18	29	19	30	19	30	19	30	19	30	19	30	19	30	14	35	14	35	14	35	14	35	14	35	26	17	26	17	26	17	26	17	27	18	35	24	35	24	35	24	35	24	35	24	35	22	35	22	35	22	35	22	35	22
10	22	12	24	18	30	18	30	18	30	18	30	18	30	18	30	18	30	18	30	13	35	13	35	13	35	13	35	13	35	25	17	25	17	25	17	25	17	27	19	35	25	35	25	35	25	35	25	35	25	35	21	35	21	35	21	35	21	35	21
10	23	12	25	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	12	35	12	35	12	35	12	35	12	35	24	17	24	17	25	18	24	17	27	20	35	26	35	26	35	26	35	26	35	26	34	21	34	21	34	21	34	21	34	21
10	24	12	26	16	30	16	30	16	30	16	30	16	30	16	30	16	30	16	30	11	35	11	35	11	35	11	35	11	35	23	17	23	17	25	19	23	17	27	21	35	27	35	27	35	27	35	27	35	27	33	21	33	21	33	21	33	21	33	21
10	25	12	27	15	30	15	30	15	30	15	30	15	30	15	30	15	30	15	30	10	35	10	35	10	35	10	35	10	35	22	17	22	17	25	20	23	18	27	22	35	28	35	28	35	28	35	28	35	28	32	21	32	21	32	21	32	21	32	21
10	26	12	28	14	30	14	30	14	30	14	30	14	30	14	30	14	30	14	30	9	35	9	35	9	35	9	35	9	35	21	17	21	17	25	21	23	19	27	23	35	29	35	29	35	29	35	29	35	29	31	21	31	21	31	21	31	21	31	21
10	27	12	29	13	30	13	30	13	30	13	30	13	30	13	30	13	30	13	30	8	35	8	35	8	35	8	35	8	35	20	17	20	17	25	22	23	20	27	24	35	30	35	30	35	30	35	30	35	30	30	21	30	21	30	21	30	21	30	21
10	28	12	30	12	30	12	30	12	30	12	30	12	30	12	30	12	30	12	30	7	35	7	35	7	35	7	35	7	35	19	17	19	17	25	23	23	21	27	25	35	31	35	31	35	31	35	31	35	31	30	22	30	22	30	22	30	22	30	22
10	29	11	30	11	30	11	30	11	30	11	30	11	30	11	30	11	30	11	30	6	35	6	35	6	35	6	35	6	35	18	17	18	17	25	24	23	22	27	26	35	32	35	32	35	32	35	32	35	32	30	23	30	23	30	23	30	23	30	23
10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	5	35	5	35	5	35	5	35	5	35	17	17	17	17	25	25	23	23	27	27	35	33	35	33	35	33	35	33	35	33	30	24	30	24	30	24	30	24	30	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	5	34	5	34	5	34	5	34	16	17	16	17	24	25	23	24	27	28	35	34	35	34	35	34	35	34	35	34	30	25	30	25	30	25	30	25	30	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	5	33	5	33	5	33	5	33	15	17	15	17	23	25	23	25	27	29	35	35	35	35	35	35	35	35	35	35	30	26	30	26	30	26	30	26	30	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	5	32	5	32	5	32	5	32	14	17	14	17	22	25	22	25	27	30	34	35	34	35	34	35	34	35	34	35	30	27	30	27	30	27	30	27	30	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	31	5	31	5	31	5	31	5	31	13	17	13	17	21	25	21	25	26	30	33	35	33	35	33	35	33	35	33	35	30	28	30	28	30	28	30	28	30	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	30	5	30	5	30	5	30	5	30	12	17	12	17	20	25	20	25	25	30	32	35	32	35	32	35	32	35	32	35	30	29	30	29	30	29	30	29	30	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	29	5	29	5	29	5	29	5	29	11	17	12	18	19	25	19	25	24	30	31	35	31	35	31	35	31	35	31	35	30	30	30	30	30	30	30	30	30	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	28	5	28	5	28	5	28	5	28	10	17	12	19	18	25	18	25	23	30	30	35	30	35	30	35	30	35	30	35	29	30	29	30	29	30	29	30	29	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	27	5	27	5	27	5	27	5	27	10	18	12	20	18	26	18	26	22	30	29	35	29	35	29	35	29	35	29	35	28	30	28	30	28	30	28	30	28	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	5	26	5	26	5	26	5	26	10	19	12	21	18	27	18	27	21	30	28	35	28	35	28	35	28	35	28	35	27	30	27	30	27	30	27	30	27	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	5	25	5	25	5	25	5	25	10	20	12	22	18	28	18	28	20	30	27	35	27	35	27	35	27	35	27	35	27	29	27	29	27	29	27	29	27	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	6	25	6	25	6	25	6	25	10	21	12	23	18	29	18	29	19	30	26	35	26	35	26	35	26	35	26	35	27	28	27	28	27	28	27	28	27	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	25	7	25	7	25	7	25	7	25	10	22	12	24	18	30	18	30	18	30	25	35	25	35	25	35	25	35	25	35	27	27	27	27	27	27	27	27	27	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	25	8	25	8	25	8	25	8	25	10	23	12	25	17	30	17	30	17	30	24	35	24	35	24	35	24	35	24	35	27	26	27	26	27	26	27	26	27	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	9	25	9	25	9	25	9	25	10	24	12	26	16	30	16	30	16	30	23	35	23	35	23	35	23	35	23	35	27	25	27	25	27	25	27	25	27	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	10	25	10	25	10	25	10	25	10	25	12	27	15	30	15	30	15	30	22	35	22	35	22	35	22	35	22	35	27	24	27	24	27	24	27	24	27	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	26	10	26	10	26	10	26	10	26	10	26	12	28	14	30	14	30	14	30	21	35	21	35	21	35	21	35	21	35	27	23	27	23	27	23	27	23	27	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	10	27	10	27	10	27	10	27	10	27	12	29	13	30	13	30	13	30	20	35	20	35	20	35	20	35	20	35	27	22	27	22	27	22	27	22	27	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	10	28	10	28	10	28	10	28	10	28	12	30	12	30	12	30	12	30	19	35	19	35	19	35	19	35	19	35	27	21	27	21	27	21	27	21	27	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	10	29	10	29	10	29	10	29	10	29	11	30	11	30	11	30	11	30	18	35	18	35	18	35	18	35	18	35	27	20	27	20	27	20	27	20	27	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	17	35	17	35	17	35	17	35	17	35	27	19	27	19	27	19	27	19	27	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	35	16	35	16	35	16	35	16	35	27	18	27	18	27	18	27	18	27	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	35	15	35	15	35	15	35	15	35	27	17	27	17	27	17	27	17	27	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	35	14	35	14	35	14	35	14	35	26	17	26	17	26	17	26	17	27	18
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	35	13	35	13	35	13	35	13	35	25	17	25	17	25	17	25	17	27	19
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	35	12	35	12	35	12	35	12	35	24	17	24	17	25	18	24	17	27	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	35	11	35	11	35	11	35	11	35	23	17	23	17	25	19	23	17	27	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	35	10	35	10	35	10	35	10	35	22	17	22	17	25	20	23	18	27	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	35	9	35	9	35	9	35	9	35	21	17	21	17	25	21	23	19	27	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	35	8	35	8	35	8	35	8	35	20	17	20	17	25	22	23	20	27	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	35	7	35	7	35	7	35	7	35	19	17	19	17	25	23	23	21	27	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	35	6	35	6	35	6	35	6	35	18	17	18	17	25	24	23	22	27	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	5	35	5	35	5	35	5	35	17	17	17	17	25	25	23	23	27	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	5	34	5	34	5	34	5	34	16	17	16	17	24	25	23	24	27	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	5	33	5	33	5	33	5	33	15	17	15	17	23	25	23	25	27	29
