Path8_1(x)	Path8_1(y)	Path8_2(x)	Path8_2(y)	Path8_3(x)	Path8_3(y)	Path8_4(x)	Path8_4(y)	Path8_5(x)	Path8_5(y)	Path8_6(x)	Path8_6(y)	Path8_7(x)	Path8_7(y)	Path8_8(x)	Path8_8(y)	Path8_9(x)	Path8_9(y)	Path8_10(x)	Path8_10(y)	Path8_11(x)	Path8_11(y)	Path8_12(x)	Path8_12(y)	Path8_13(x)	Path8_13(y)	Path8_14(x)	Path8_14(y)	Path8_15(x)	Path8_15(y)	Path8_16(x)	Path8_16(y)	Path8_17(x)	Path8_17(y)	Path8_18(x)	Path8_18(y)	Path8_19(x)	Path8_19(y)	Path8_20(x)	Path8_20(y)	Path8_21(x)	Path8_21(y)	Path8_22(x)	Path8_22(y)	Path8_23(x)	Path8_23(y)	Path8_24(x)	Path8_24(y)	Path8_25(x)	Path8_25(y)	Path8_26(x)	Path8_26(y)	Path8_27(x)	Path8_27(y)	Path8_28(x)	Path8_28(y)	Path8_29(x)	Path8_29(y)	Path8_30(x)	Path8_30(y)
10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	17	37	20	40	17	37	20	40	17	37	20	40	17	37	20	40	17	37	20	40	17	37	20	40	10	30	10	30	10	30	10	30	10	30	10	30
10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	18	37	21	40	18	37	21	40	18	37	21	40	18	37	21	40	18	37	21	40	18	37	21	40	10	29	10	29	10	29	10	29	10	29	10	29
10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	19	37	22	40	19	37	22	40	19	37	22	40	19	37	22	40	19	37	22	40	19	37	22	40	10	28	10	28	10	28	10	28	10	28	10	28
10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	20	37	22	39	20	37	22	39	20	37	22	39	20	37	22	39	20	37	22	39	20	37	22	39	10	27	10	27	10	27	10	27	10	27	10	27
10	26	10	26	10	26	11	27	11	27	11	27	10	26	10	26	10	26	10	26	10	26	10	26	21	37	22	38	21	37	22	38	21	37	22	38	21	37	22	38	21	37	22	38	21	37	22	38	10	26	10	26	10	26	10	26	10	26	10	26
10	25	10	25	10	25	12	27	12	27	12	27	10	25	10	25	10	25	10	25	10	25	10	25	22	37	22	37	22	37	22	37	22	37	22	37	22	37	22	37	22	37	22	37	22	37	22	37	10	25	10	25	10	25	10	25	10	25	10	25
10	24	10	24	10	24	13	27	13	27	13	27	10	24	10	24	10	24	10	24	10	24	10	24	22	36	22	36	22	36	22	36	22	36	22	36	22	36	22	36	22	36	22	36	22	36	22	36	10	24	10	24	10	24	10	24	10	24	10	24
10	23	10	23	10	23	14	27	14	27	14	27	10	23	10	23	10	23	10	23	10	23	10	23	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	10	23	10	23	10	23	10	23	10	23	10	23
10	22	10	22	10	22	15	27	15	27	15	27	10	22	10	22	10	22	10	22	10	22	10	22	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	10	22	10	22	10	22	10	22	10	22	10	22
10	21	10	21	10	21	16	27	16	27	16	27	10	21	10	21	10	21	10	21	10	21	10	21	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	10	21	10	21	10	21	10	21	10	21	10	21
10	20	10	20	10	20	17	27	17	27	17	27	10	20	10	20	10	20	10	20	10	20	10	20	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	10	20	10	20	10	20	10	20	10	20	10	20
10	19	10	19	10	19	18	27	18	27	18	27	10	19	10	19	10	19	10	19	10	19	10	19	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	10	19	10	19	10	19	10	19	10	19	10	19
10	18	10	18	10	18	19	27	19	27	19	27	10	18	10	18	10	18	10	18	10	18	10	18	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	10	18	10	18	10	18	10	18	10	18	10	18
10	17	10	17	10	17	20	27	20	27	20	27	10	17	10	17	10	17	10	17	10	17	10	17	21	30	21	30	22	29	22	29	21	30	21	30	22	29	22	29	21	30	21	30	22	29	22	29	10	17	10	17	10	17	10	17	10	17	10	17
11	17	11	17	11	17	20	26	21	27	21	27	11	17	11	17	11	17	11	17	11	17	11	17	20	30	20	30	22	28	22	28	20	30	20	30	22	28	22	28	20	30	20	30	22	28	22	28	11	17	11	17	11	17	11	17	11	17	11	17
12	17	12	17	12	17	20	25	22	27	22	27	12	17	12	17	12	17	12	17	12	17	12	17	20	29	20	29	22	27	22	27	20	29	20	29	22	27	22	27	20	29	20	29	22	27	22	27	12	17	12	17	12	17	12	17	12	17	12	17
13	17	13	17	13	17	20	24	23	27	23	27	13	17	13	17	13	17	13	17	13	17	13	17	20	28	20	28	21	27	21	27	20	28	20	28	21	27	21	27	20	28	20	28	21	27	21	27	13	17	13	17	13	17	13	17	13	17	13	17
14	17	14	17	14	17	20	23	24	27	24	27	14	17	14	17	14	17	14	17	14	17	14	17	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	14	17	14	17	14	17	14	17	14	17	14	17
15	17	15	17	15	17	20	22	25	27	25	27	15	17	15	17	15	17	15	17	15	17	15	17	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	15	17	15	17	15	17	15	17	15	17	15	17
16	17	16	17	16	17	21	22	26	27	26	27	16	17	16	17	16	17	16	17	16	17	16	17	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	18	27	16	17	16	17	16	17	16	17	16	17	16	17
17	17	17	17	17	17	22	22	27	27	27	27	17	17	17	17	17	17	17	17	17	17	17	17	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	19	27	17	17	17	17	17	17	17	17	17	17	17	17
18	17	18	17	18	17	23	22	27	26	28	27	18	17	18	17	18	17	18	17	18	17	18	17	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	20	27	18	17	18	17	18	17	18	17	18	17	18	17
19	17	19	17	19	17	24	22	27	25	29	27	19	17	19	17	19	17	19	17	19	17	19	17	20	26	20	26	20	26	20	26	21	27	21	27	21	27	21	27	21	27	21	27	21	27	21	27	19	17	19	17	19	17	19	17	19	17	19	17
20	17	20	17	20	17	25	22	27	24	30	27	20	17	20	17	20	17	20	17	20	17	20	17	20	25	20	25	20	25	20	25	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	20	17	20	17	20	17	20	17	20	17	20	17
21	17	21	17	21	17	26	22	27	23	30	26	21	17	21	17	21	17	21	17	21	17	21	17	20	24	20	24	20	24	20	24	23	27	23	27	23	27	23	27	23	27	23	27	23	27	23	27	21	17	21	17	21	17	21	17	21	17	21	17
22	17	22	17	22	17	27	22	27	22	30	25	22	17	22	17	22	17	22	17	22	17	22	17	20	23	20	23	20	23	20	23	24	27	24	27	24	27	24	27	24	27	24	27	24	27	24	27	22	17	22	17	22	17	22	17	22	17	22	17
23	17	23	17	23	17	28	22	28	22	30	24	23	17	23	17	23	17	23	17	23	17	23	17	20	22	20	22	20	22	20	22	25	27	25	27	25	27	25	27	25	27	25	27	25	27	25	27	23	17	23	17	23	17	23	17	23	17	23	17
24	17	24	17	24	17	29	22	29	22	30	23	24	17	24	17	24	17	24	17	24	17	24	17	21	22	21	22	21	22	21	22	26	27	26	27	26	27	26	27	26	27	26	27	26	27	26	27	24	17	24	17	24	17	24	17	24	17	24	17
25	17	25	17	25	17	30	22	30	22	30	22	25	17	25	17	25	17	25	17	25	17	25	17	22	22	22	22	22	22	22	22	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	25	17	25	17	25	17	25	17	25	17	25	17
26	17	26	17	26	17	31	22	31	22	31	22	26	17	26	17	26	17	26	17	26	17	26	17	23	22	23	22	23	22	23	22	27	26	27	26	27	26	27	26	28	27	28	27	28	27	28	27	26	17	26	17	26	17	26	17	26	17	26	17
27	17	27	17	27	17	32	22	32	22	32	22	27	17	27	17	27	17	27	17	27	17	27	17	24	22	24	22	24	22	24	22	27	25	27	25	27	25	27	25	29	27	29	27	29	27	29	27	27	17	27	17	27	17	27	17	27	17	27	17
28	17	28	17	28	17	33	22	33	22	33	22	28	17	28	17	28	17	28	17	28	17	28	17	25	22	25	22	25	22	25	22	27	24	27	24	27	24	27	24	30	27	30	27	30	27	30	27	28	17	28	17	28	17	28	17	28	17	28	17
29	17	29	17	29	17	34	22	34	22	34	22	29	17	29	17	29	17	29	17	29	17	29	17	26	22	26	22	26	22	26	22	27	23	27	23	27	23	27	23	30	26	30	26	30	26	30	26	29	17	29	17	29	17	29	17	29	17	29	17
30	17	30	17	30	17	35	22	35	22	35	22	30	17	30	17	30	17	30	17	30	17	30	17	27	22	27	22	27	22	27	22	27	22	27	22	27	22	27	22	30	25	30	25	30	25	30	25	30	17	30	17	30	17	30	17	30	17	30	17
31	17	31	17	31	17	35	21	35	21	35	21	31	17	31	17	31	17	31	17	31	17	31	17	28	22	28	22	28	22	28	22	28	22	28	22	28	22	28	22	30	24	30	24	30	24	30	24	31	17	31	17	31	17	31	17	31	17	31	17
32	17	32	17	32	17	35	20	35	20	35	20	32	17	32	17	32	17	32	17	32	17	32	17	29	22	29	22	29	22	29	22	29	22	29	22	29	22	29	22	30	23	30	23	30	23	30	23	32	17	32	17	32	17	32	17	32	17	32	17
33	17	33	17	33	17	35	19	35	19	35	19	33	17	33	17	33	17	33	17	33	17	33	17	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	30	22	33	17	33	17	33	17	33	17	33	17	33	17
34	17	34	17	34	17	35	18	35	18	35	18	34	17	34	17	34	17	34	17	34	17	34	17	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	31	22	34	17	34	17	34	17	34	17	34	17	34	17
35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	32	22	35	17	35	17	35	17	35	17	35	17	35	17
35	18	35	18	35	18	34	17	34	17	34	17	35	18	35	18	35	18	35	18	35	18	35	18	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	33	22	35	18	35	18	35	18	35	18	35	18	35	18
35	19	35	19	35	19	33	17	33	17	33	17	35	19	35	19	35	19	35	19	35	19	35	19	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	34	22	35	19	35	19	35	19	35	19	35	19	35	19
35	20	35	20	35	20	32	17	32	17	32	17	35	20	35	20	35	20	35	20	35	20	35	20	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	22	35	20	35	20	35	20	35	20	35	20	35	20
35	21	35	21	35	21	31	17	31	17	31	17	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21	35	21
35	22	35	22	35	22	30	17	30	17	30	17	35	22	35	22	35	22	35	22	35	22	35	22	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	20	35	22	35	22	35	22	35	22	35	22	35	22
34	22	34	22	34	22	29	17	29	17	29	17	34	22	34	22	34	22	34	22	34	22	34	22	35	19	35	19	35	19	35	19	35	19	35	19	35	19	35	19	35	19	35	19	35	19	35	19	34	22	34	22	34	22	34	22	34	22	34	22
33	22	33	22	33	22	28	17	28	17	28	17	33	22	33	22	33	22	33	22	33	22	33	22	35	18	35	18	35	18	35	18	35	18	35	18	35	18	35	18	35	18	35	18	35	18	35	18	33	22	33	22	33	22	33	22	33	22	33	22
32	22	32	22	32	22	27	17	27	17	27	17	32	22	32	22	32	22	32	22	32	22	32	22	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	35	17	32	22	32	22	32	22	32	22	32	22	32	22
31	22	31	22	31	22	26	17	26	17	26	17	31	22	31	22	31	22	31	22	31	22	31	22	34	17	34	17	34	17	34	17	34	17	34	17	34	17	34	17	34	17	34	17	34	17	34	17	31	22	31	22	31	22	31	22	31	22	31	22
30	22	30	22	30	22	25	17	25	17	25	17	30	22	30	22	30	22	30	22	30	22	30	22	33	17	33	17	33	17	33	17	33	17	33	17	33	17	33	17	33	17	33	17	33	17	33	17	30	22	30	22	30	22	30	22	30	22	30	22
29	22	29	22	30	23	24	17	24	17	24	17	29	22	29	22	30	23	29	22	29	22	30	23	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	32	17	29	22	29	22	30	23	29	22	29	22	30	23
28	22	28	22	30	24	23	17	23	17	23	17	28	22	28	22	30	24	28	22	28	22	30	24	31	17	31	17	31	17	31	17	31	17	31	17	31	17	31	17	31	17	31	17	31	17	31	17	28	22	28	22	30	24	28	22	28	22	30	24
27	22	27	22	30	25	22	17	22	17	22	17	27	22	27	22	30	25	27	22	27	22	30	25	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	30	17	27	22	27	22	30	25	27	22	27	22	30	25
26	22	27	23	30	26	21	17	21	17	21	17	26	22	27	23	30	26	26	22	27	23	30	26	29	17	29	17	29	17	29	17	29	17	29	17	29	17	29	17	29	17	29	17	29	17	29	17	26	22	27	23	30	26	26	22	27	23	30	26
25	22	27	24	30	27	20	17	20	17	20	17	25	22	27	24	30	27	25	22	27	24	30	27	28	17	28	17	28	17	28	17	28	17	28	17	28	17	28	17	28	17	28	17	28	17	28	17	25	22	27	24	30	27	25	22	27	24	30	27
24	22	27	25	29	27	19	17	19	17	19	17	24	22	27	25	29	27	24	22	27	25	29	27	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	27	17	24	22	27	25	29	27	24	22	27	25	29	27
23	22	27	26	28	27	18	17	18	17	18	17	23	22	27	26	28	27	23	22	27	26	28	27	26	17	26	17	26	17	26	17	26	17	26	17	26	17	26	17	26	17	26	17	26	17	26	17	23	22	27	26	28	27	23	22	27	26	28	27
22	22	27	27	27	27	17	17	17	17	17	17	22	22	27	27	27	27	22	22	27	27	27	27	25	17	25	17	25	17	25	17	25	17	25	17	25	17	25	17	25	17	25	17	25	17	25	17	22	22	27	27	27	27	22	22	27	27	27	27
21	22	26	27	26	27	16	17	16	17	16	17	21	22	26	27	26	27	21	22	26	27	26	27	24	17	24	17	24	17	24	17	24	17	24	17	24	17	24	17	24	17	24	17	24	17	24	17	21	22	26	27	26	27	21	22	26	27	26	27
20	22	25	27	25	27	15	17	15	17	15	17	20	22	25	27	25	27	20	22	25	27	25	27	23	17	23	17	23	17	23	17	23	17	23	17	23	17	23	17	23	17	23	17	23	17	23	17	20	22	25	27	25	27	20	22	25	27	25	27
20	23	24	27	24	27	14	17	14	17	14	17	20	23	24	27	24	27	20	23	24	27	24	27	22	17	22	17	22	17	22	17	22	17	22	17	22	17	22	17	22	17	22	17	22	17	22	17	20	23	24	27	24	27	20	23	24	27	24	27
20	24	23	27	23	27	13	17	13	17	13	17	20	24	23	27	23	27	20	24	23	27	23	27	21	17	21	17	21	17	21	17	21	17	21	17	21	17	21	17	21	17	21	17	21	17	21	17	20	24	23	27	23	27	20	24	23	27	23	27
20	25	22	27	22	27	12	17	12	17	12	17	20	25	22	27	22	27	20	25	22	27	22	27	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	17	20	25	22	27	22	27	20	25	22	27	22	27
20	26	21	27	21	27	11	17	11	17	11	17	20	26	21	27	21	27	20	26	21	27	21	27	19	17	19	17	19	17	19	17	19	17	19	17	19	17	19	17	19	17	19	17	19	17	19	17	20	26	21	27	21	27	20	26	21	27	21	27
20	27	20	27	20	27	10	17	10	17	10	17	20	27	20	27	20	27	20	27	20	27	20	27	18	17	18	17	18	17	18	17	18	17	18	17	18	17	18	17	18	17	18	17	18	17	18	17	20	27	20	27	20	27	20	27	20	27	20	27
19	27	19	27	19	27	10	18	10	18	10	18	19	27	19	27	19	27	19	27	19	27	19	27	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	17	19	27	19	27	19	27	19	27	19	27	19	27
18	27	18	27	18	27	10	19	10	19	10	19	18	27	18	27	18	27	18	27	18	27	18	27	16	17	16	17	16	17	16	17	16	17	16	17	16	17	16	17	16	17	16	17	16	17	16	17	18	27	18	27	18	27	18	27	18	27	18	27
17	27	17	27	17	27	10	20	10	20	10	20	19	27	19	27	19	27	19	27	19	27	19	27	15	17	15	17	15	17	15	17	15	17	15	17	15	17	15	17	15	17	15	17	15	17	15	17	19	27	19	27	19	27	19	27	19	27	19	27
16	27	16	27	16	27	10	21	10	21	10	21	20	27	20	27	20	27	20	27	20	27	20	27	14	17	14	17	14	17	14	17	14	17	14	17	14	17	14	17	14	17	14	17	14	17	14	17	20	27	20	27	20	27	20	27	20	27	20	27
15	27	15	27	15	27	10	22	10	22	10	22	20	28	20	28	20	28	21	27	21	27	21	27	13	17	13	17	13	17	13	17	13	17	13	17	13	17	13	17	13	17	13	17	13	17	13	17	20	28	20	28	20	28	21	27	21	27	21	27
14	27	14	27	14	27	10	23	10	23	10	23	20	29	20	29	20	29	22	27	22	27	22	27	12	17	12	17	12	17	12	17	12	17	12	17	12	17	12	17	12	17	12	17	12	17	12	17	20	29	20	29	20	29	22	27	22	27	22	27
13	27	13	27	13	27	10	24	10	24	10	24	20	30	20	30	20	30	22	28	22	28	22	28	11	17	11	17	11	17	11	17	11	17	11	17	11	17	11	17	11	17	11	17	11	17	11	17	20	30	20	30	20	30	22	28	22	28	22	28
12	27	12	27	12	27	10	25	10	25	10	25	21	30	21	30	21	30	22	29	22	29	22	29	10	17	10	17	10	17	10	17	10	17	10	17	10	17	10	17	10	17	10	17	10	17	10	17	21	30	21	30	21	30	22	29	22	29	22	29
11	27	11	27	11	27	10	26	10	26	10	26	22	30	22	30	22	30	22	30	22	30	22	30	10	18	10	18	10	18	10	18	10	18	10	18	10	18	10	18	10	18	10	18	10	18	10	18	22	30	22	30	22	30	22	30	22	30	22	30
10	27	10	27	10	27	10	27	10	27	10	27	22	31	22	31	22	31	22	31	22	31	22	31	10	19	10	19	10	19	10	19	10	19	10	19	10	19	10	19	10	19	10	19	10	19	10	19	22	31	22	31	22	31	22	31	22	31	22	31
10	28	10	28	10	28	10	28	10	28	10	28	22	32	22	32	22	32	22	32	22	32	22	32	10	20	10	20	10	20	10	20	10	20	10	20	10	20	10	20	10	20	10	20	10	20	10	20	22	32	22	32	22	32	22	32	22	32	22	32
10	29	10	29	10	29	10	29	10	29	10	29	22	33	22	33	22	33	22	33	22	33	22	33	10	21	10	21	10	21	10	21	10	21	10	21	10	21	10	21	10	21	10	21	10	21	10	21	22	33	22	33	22	33	22	33	22	33	22	33
10	30	10	30	10	30	10	30	10	30	10	30	22	34	22	34	22	34	22	34	22	34	22	34	10	22	10	22	10	22	10	22	10	22	10	22	10	22	10	22	10	22	10	22	10	22	10	22	22	34	22	34	22	34	22	34	22	34	22	34
10	31	10	31	10	31	10	31	10	31	10	31	22	35	22	35	22	35	22	35	22	35	22	35	10	23	10	23	10	23	10	23	10	23	10	23	10	23	10	23	10	23	10	23	10	23	10	23	22	35	22	35	22	35	22	35	22	35	22	35
10	32	10	32	10	32	10	32	10	32	10	32	22	36	22	36	22	36	22	36	22	36	22	36	10	24	10	24	10	24	10	24	10	24	10	24	10	24	10	24	10	24	10	24	10	24	10	24	22	36	22	36	22	36	22	36	22	36	22	36
10	33	10	33	10	33	10	33	10	33	10	33	22	37	22	37	22	37	22	37	22	37	22	37	10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25	10	25	22	37	22	37	22	37	22	37	22	37	22	37
10	34	10	34	10	34	10	34	10	34	10	34	21	37	21	37	21	37	21	37	21	37	21	37	10	26	10	26	10	26	10	26	10	26	10	26	10	26	10	26	10	26	10	26	10	26	10	26	22	38	22	38	22	38	22	38	22	38	22	38
10	35	10	35	10	35	10	35	10	35	10	35	20	37	20	37	20	37	20	37	20	37	20	37	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	10	27	22	39	22	39	22	39	22	39	22	39	22	39
10	36	10	36	10	36	10	36	10	36	10	36	19	37	19	37	19	37	19	37	19	37	19	37	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	10	28	22	40	22	40	22	40	22	40	22	40	22	40
10	37	10	37	10	37	10	37	10	37	10	37	18	37	18	37	18	37	18	37	18	37	18	37	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	10	29	21	40	21	40	21	40	21	40	21	40	21	40
10	38	10	38	10	38	10	38	10	38	10	38	17	37	17	37	17	37	17	37	17	37	17	37	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	10	30	20	40	20	40	20	40	20	40	20	40	20	40
10	39	10	39	10	39	10	39	10	39	10	39	16	37	16	37	16	37	16	37	16	37	16	37	10	31	10	31	10	31	10	31	10	31	10	31	10	31	10	31	10	31	10	31	10	31	10	31	19	40	19	40	19	40	19	40	19	40	19	40
10	40	10	40	10	40	10	40	10	40	10	40	15	37	15	37	15	37	15	37	15	37	15	37	10	32	10	32	10	32	10	32	10	32	10	32	10	32	10	32	10	32	10	32	10	32	10	32	18	40	18	40	18	40	18	40	18	40	18	40
0	0	0	0	0	0	0	0	0	0	0	0	14	37	14	37	14	37	14	37	14	37	14	37	10	33	10	33	10	33	10	33	10	33	10	33	10	33	10	33	10	33	10	33	10	33	10	33	17	40	17	40	17	40	17	40	17	40	17	40
0	0	0	0	0	0	0	0	0	0	0	0	13	37	13	37	13	37	13	37	13	37	13	37	10	34	10	34	10	34	10	34	10	34	10	34	10	34	10	34	10	34	10	34	10	34	10	34	16	40	16	40	16	40	16	40	16	40	16	40
0	0	0	0	0	0	0	0	0	0	0	0	12	37	12	37	12	37	12	37	12	37	12	37	10	35	10	35	10	35	10	35	10	35	10	35	10	35	10	35	10	35	10	35	10	35	10	35	15	40	15	40	15	40	15	40	15	40	15	40
0	0	0	0	0	0	0	0	0	0	0	0	11	37	11	37	11	37	11	37	11	37	11	37	10	36	10	36	10	36	10	36	10	36	10	36	10	36	10	36	10	36	10	36	10	36	10	36	14	40	14	40	14	40	14	40	14	40	14	40
0	0	0	0	0	0	0	0	0	0	0	0	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	10	37	13	40	13	40	13	40	13	40	13	40	13	40
0	0	0	0	0	0	0	0	0	0	0	0	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	10	38	12	40	12	40	12	40	12	40	12	40	12	40
0	0	0	0	0	0	0	0	0	0	0	0	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	10	39	11	40	11	40	11	40	11	40	11	40	11	40
0	0	0	0	0	0	0	0	0	0	0	0	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40	10	40
